Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
2988,251.759796,-1.892493,251.759733,-1.892487,1016,1116,1017.128,1116.103,1,576.596,1,27.5214,D.N.,-6.9022,0.0518,2,B,4.854547,4.66082,4.979547,4.838039,5.169261,0,1.388929,1.35747,5,5,5,0,8,15,79.04,0,514,4.89,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2989,251.81486,-1.892547,251.814667,-1.892426,23,1115,26.481,1117.195,1,454.42,1,25.8913,D.N.,-6.6436,0.0619,2,B,5.695176,5.317435,5.758224,5.417352,5.952046,0,1.508029,1.482849,5,5,5,0,8,15,79.04,0,512,3.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2990,251.814583,-1.892381,251.814667,-1.892426,28,1118,26.473,1117.191,1,454.42,1,25.8913,D.N.,-6.6436,0.0619,2,B,5.695176,5.317435,5.758224,5.413654,5.952046,0,1.508029,1.482849,5,5,5,0,8,15,79.04,0,512,4.18,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2991,251.801607,-1.892603,251.80159,-1.89259,262,1114,262.302,1114.232,1,35.4531,1,18.3963,D.N.,-3.8741,0.5634,2,B,6.233672,6.590868,6.52276,4.991035,6.881096,0,2.193762,1.754401,5,5,5,0,8,15,79.04,0,506,9.65,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2992,251.738668,-1.892493,251.738586,-1.8925,1397,1116,1398.489,1115.869,1,49.2362,1,14.8252,D.N.,-4.2307,0.3269,2,B,4.862242,5.253972,4.927019,4.86216,5.110491,0,1.358379,1.318073,5,5,5,0,8,15,79.04,0,513,1.3,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2993,251.736395,-1.892493,251.736456,-1.892504,1438,1116,1436.901,1115.789,1,92.6537,1,17.0827,D.N.,-4.9172,0.2002,2,B,4.848062,4.04969,4.770382,4.693765,4.987422,0,1.456695,1.424624,5,5,5,0,8,15,79.04,0,514,4.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2994,251.801052,-1.892437,251.801035,-1.892435,272,1117,272.312,1117.037,1,147.216,1,22.6617,D.N.,-5.4199,0.1671,2,B,6.011299,5.671694,6.826515,5.004362,7.822008,0,3.82252,1.927263,5,5,5,0,8,15,79.04,0,501,3.95,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2995,251.778705,-1.892493,251.778644,-1.892465,675,1116,676.09,1116.492,1,91.8342,1,18.4019,D.N.,-4.9075,0.2176,2,B,5.502121,5.690243,5.720026,5.106597,6.03599,0,1.929213,1.582799,5,5,5,0,8,15,79.04,0,504,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2996,251.753419,-1.892382,251.753375,-1.892351,1131,1118,1131.789,1118.55,1,392.105,1,24.2733,D.N.,-6.4835,0.0672,2,B,4.846942,5.655265,4.810179,4.807189,5.02387,0,1.451047,1.417452,5,5,5,0,8,15,79.04,0,515,1.39,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2997,251.815137,-1.892492,251.814667,-1.892426,18,1116,26.477,1117.193,1,454.42,1,25.8913,D.N.,-6.6436,0.0619,2,B,5.695176,5.317435,5.758224,5.436581,5.952046,0,1.508029,1.482849,5,5,5,0,8,15,79.04,0,512,9.73,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2998,251.749093,-1.892382,251.749054,-1.89238,1209,1118,1209.703,1118.04,1,59.3885,1,15.0746,D.N.,-4.4343,0.2756,2,B,4.83216,4.842254,4.747399,4.745047,4.938471,0,1.361737,1.307117,5,5,5,0,8,15,79.04,0,511,1.55,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2999,251.795008,-1.892271,251.794985,-1.892268,381,1120,381.404,1120.042,1,345.609,1,70.6298,D.N.,-6.3465,0.2219,2,B,6.839007,5.793775,19.194215,5.36647,46.388592,0,42.273352,6.863885,5,5,5,0,8,15,79.04,0,503,4.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3000,251.81364,-1.892215,251.8136,-1.892209,45,1121,45.715,1121.11,1,184.034,1,19.2332,D.N.,-5.6622,0.1135,2,B,5.528267,5.315326,5.603029,5.365291,5.769174,0,1.375904,1.376561,5,5,5,0,8,15,79.04,0,515,4.21,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3001,251.807817,-1.892104,251.807793,-1.892068,150,1123,150.432,1123.645,1,1633.31,1,46.1644,D.N.,-8.0327,0.0307,2,B,6.439743,5.246778,7.297965,5.227685,8.108095,0,3.536344,2.248021,5,5,5,0,8,15,79.04,0,504,4.25,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3002,251.795618,-1.892215,251.795575,-1.892171,370,1121,370.772,1121.8,1,87.7259,1,22.3378,D.N.,-4.8578,0.2765,2,B,6.040327,6.065188,6.387993,5.349983,6.801248,0,2.336972,2.041589,5,5,5,0,8,15,79.04,0,500,2.85,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3003,251.792346,-1.892215,251.792362,-1.89218,429,1121,428.716,1121.638,1,138.71,1,19.4875,D.N.,-5.3553,0.1525,2,B,5.61416,6.465595,5.552708,5.399037,5.747378,0,1.484617,1.566995,5,5,5,0,8,15,79.04,0,513,3.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3004,251.740886,-1.89216,251.740871,-1.892107,1357,1122,1357.28,1122.965,1,82.9738,1,15.8387,D.N.,-4.7974,0.2072,2,B,4.859462,4.439446,4.925791,5.160546,5.103115,0,1.334854,1.307999,5,5,5,0,8,15,79.04,0,514,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3005,251.772661,-1.892049,251.772576,-1.892002,784,1124,785.523,1124.852,1,533.409,1,26.7642,D.N.,-6.8177,0.0545,2,B,5.266739,4.87443,5.216143,5.16504,5.403344,0,1.411331,1.365008,5,5,5,0,8,15,79.04,0,513,4.9,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3006,251.772439,-1.891994,251.772577,-1.892002,788,1125,785.498,1124.854,1,530.044,1,26.8648,D.N.,-6.8108,0.055,2,B,5.275212,5.666213,5.23857,5.161004,5.435958,0,1.452973,1.397838,5,5,5,0,8,15,79.04,0,515,0.94,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3007,251.799333,-1.891993,251.799292,-1.892011,303,1125,303.744,1124.683,1,367.699,1,26.2998,D.N.,-6.4137,0.0777,2,B,5.62596,5.064464,6.306957,5.158052,7.265905,0,3.611322,1.812785,5,5,5,0,8,15,79.04,0,502,3.97,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3008,251.744823,-1.891883,251.744807,-1.891872,1286,1127,1286.3,1127.204,1,1460.36,1,40.3982,D.N.,-7.9111,0.03,2,B,5.070424,4.45773,5.14107,4.951299,5.304365,0,1.30729,1.322595,5,5,5,0,8,15,79.04,0,514,3.71,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3009,251.73218,-1.891938,251.732139,-1.891905,1514,1126,1514.746,1126.593,1,266.47,1,20.8667,D.N.,-6.0641,0.085,2,B,4.865077,5.675698,4.823745,4.664351,4.98166,0,1.245578,1.311122,5,5,5,0,8,15,79.04,0,510,3.86,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3010,251.801884,-1.891938,251.801845,-1.891878,257,1126,257.712,1127.074,1,131.672,1,23.0467,D.N.,-5.2987,0.19,2,B,6.013318,6.015262,6.77503,4.81564,7.795994,0,3.860861,2.01256,5,5,5,0,8,15,79.04,0,501,6,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3011,251.801274,-1.891827,251.80127,-1.891789,268,1128,268.071,1128.687,1,1144.87,1,37.6231,D.N.,-7.6469,0.0357,2,B,6.006552,4.47946,6.119861,4.878228,6.396193,0,1.861547,1.660038,5,5,5,0,8,15,79.04,0,512,3.81,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3012,251.796893,-1.891772,251.79689,-1.89177,347,1129,347.068,1129.031,1,608.306,1,28.7161,D.N.,-6.9603,0.0513,2,B,5.503899,5.080949,5.56694,5.346989,5.761911,0,1.487648,1.484946,5,5,5,0,8,15,79.04,0,515,4.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3013,251.779093,-1.891495,251.779084,-1.891451,668,1134,668.17,1134.795,1,9791.83,1,100.648,D.N.,-9.9772,0.0112,2,B,6.888143,6.89325,7.001571,5.104156,7.257265,0,1.911294,1.855218,5,5,5,0,8,15,79.04,0,511,4.23,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3014,251.747374,-1.891883,251.747347,-1.891905,1240,1127,1240.491,1126.599,1,112.813,1,16.7936,D.N.,-5.1309,0.1616,2,B,4.846657,5.041368,4.841898,4.79891,5.019003,0,1.322808,1.313136,5,5,5,0,8,15,79.04,0,514,3.9,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3015,251.773492,-1.891883,251.773453,-1.891856,769,1127,769.715,1127.48,1,59.4352,1,17.3437,D.N.,-4.4351,0.3168,2,B,5.46528,4.700318,5.499903,5.159015,5.77207,0,1.753264,1.565919,5,5,5,0,8,15,79.04,0,506,3.73,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3016,251.7695,-1.891661,251.769439,-1.891597,841,1131,842.101,1132.157,1,119.35,1,48.967,D.N.,-5.1921,0.4454,2,B,6.160374,4.781881,9.703456,5.130456,13.874348,0,9.926608,4.805426,5,5,5,0,8,15,79.04,0,500,17.37,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3017,251.768945,-1.891273,251.768942,-1.891226,851,1138,851.057,1138.858,1,2777.36,1,56.4877,D.N.,-8.6091,0.0221,2,B,6.45693,5.608785,6.955864,5.089014,7.677394,0,3.252602,2.047975,5,5,5,0,8,15,79.04,0,502,4.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3018,251.787023,-1.891606,251.786999,-1.891567,525,1132,525.421,1132.705,1,449.336,1,26.3225,D.N.,-6.6314,0.0636,2,B,5.879682,5.899758,5.85576,5.619523,6.056933,0,1.549578,1.575048,5,5,5,0,8,15,79.04,0,513,4.57,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3019,251.811755,-1.89155,251.811783,-1.891528,79,1133,78.492,1133.391,1,291.677,1,22.3746,D.N.,-6.1623,0.0833,2,B,5.47617,5.488912,5.361663,5.271317,5.556003,0,1.458046,1.458636,5,5,5,0,8,15,79.04,0,512,2.97,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3020,251.806986,-1.891494,251.807466,-1.890991,165,1134,156.33,1143.078,1,25624.5,1,164.474,D.N.,-11.0216,0.007,2,B,9.574844,8.773184,10.815747,5.231663,11.544994,0,4.042142,3.806083,5,5,5,0,8,15,79.04,0,504,14.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3021,251.769666,-1.891551,251.769439,-1.891597,838,1133,842.103,1132.154,1,119.35,1,48.967,D.N.,-5.1921,0.4454,2,B,6.160374,4.781881,9.703456,5.122888,13.874348,0,9.926608,4.805426,5,5,5,0,8,15,79.04,0,500,50.01,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3022,251.735785,-1.891495,251.735779,-1.891434,1449,1134,1449.098,1135.101,1,198.418,1,19.8407,D.N.,-5.744,0.1086,2,B,4.655779,5.047843,4.698947,4.788218,4.89578,0,1.375597,1.409702,5,5,5,0,8,15,79.04,0,511,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3023,251.807485,-1.890996,251.807466,-1.890992,156,1143,156.339,1143.073,1,25624.8,1,164.475,D.N.,-11.0217,0.007,2,B,9.574844,8.773184,10.815747,5.203063,11.544994,0,4.042142,3.806083,5,5,5,0,8,15,79.04,0,504,3.79,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3024,251.793511,-1.891439,251.793506,-1.891403,408,1135,408.076,1135.658,1,157.487,1,18.4048,D.N.,-5.4931,0.1269,2,B,5.284545,5.492919,5.241402,5.396816,5.425661,0,1.40333,1.358782,5,5,5,0,8,15,79.04,0,513,2.84,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3025,251.767781,-1.891384,251.767742,-1.891379,872,1136,872.692,1136.091,1,217.858,1,20.0398,D.N.,-5.8454,0.0999,2,B,5.072085,5.059348,5.138173,5.083579,5.331601,0,1.424461,1.368591,5,5,5,0,8,15,79.04,0,515,4.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3026,251.756801,-1.891273,251.756787,-1.89122,1070,1138,1070.263,1138.959,1,600.738,1,28.1437,D.N.,-6.9467,0.0509,2,B,4.855165,4.839323,4.857931,4.918663,5.056587,0,1.404788,1.396053,5,5,5,0,8,15,79.04,0,513,4.98,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3027,251.708724,-1.891328,251.708686,-1.891286,1937,1137,1937.69,1137.752,1,125.146,1,17.1907,D.N.,-5.2435,0.1491,2,B,4.870024,5.472936,4.86118,4.68238,5.037004,0,1.320504,1.317635,5,5,5,0,8,15,79.04,0,514,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3028,251.814694,-1.891328,251.814657,-1.891307,26,1137,26.662,1137.386,1,187.557,1,21.5186,D.N.,-5.6828,0.1246,2,B,5.934652,5.711043,6.217929,5.492959,6.540578,0,2.030926,1.673278,5,5,5,0,8,15,79.04,0,507,1.08,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3029,251.781034,-1.891218,251.780984,-1.891189,633,1139,633.893,1139.512,1,854.784,1,32.3537,D.N.,-7.3296,0.0411,2,B,5.295727,4.714184,5.317766,5.159,5.489118,0,1.362129,1.398688,5,5,5,0,8,15,79.04,0,514,3.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3030,251.775322,-1.891273,251.77527,-1.89122,736,1138,736.944,1138.971,1,445.392,1,25.6418,D.N.,-6.6219,0.0625,2,B,5.303977,5.680378,5.41024,5.116991,5.668185,0,1.692118,1.468216,5,5,5,0,8,15,79.04,0,507,4.75,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3031,251.810368,-1.891217,251.803553,-1.89122,730,1142,736.936,1138.967,1,445.236,1,25.6387,D.N.,-6.6215,0.0625,2,B,5.303977,5.680378,5.41024,5.111259,5.668185,0,1.692118,1.468216,5,5,5,0,8,15,79.04,0,507,11.77,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3032,251.77133,-1.891273,251.771311,-1.891254,808,1138,808.337,1138.355,1,242.968,1,21.865,D.N.,-5.9639,0.0977,2,B,5.430969,5.450049,5.436144,5.114884,5.725377,0,1.798521,1.545474,5,5,5,0,8,15,79.04,0,506,4.07,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3033,251.810368,-1.891217,251.803553,-1.89105,104,1139,104.559,1139,1,153.941,1,18.1891,D.N.,-5.4684,0.1283,2,B,5.485536,5.103868,5.40636,5.214192,5.58325,0,1.395623,1.342133,5,5,5,0,8,15,79.04,0,512,3.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3034,251.805987,-1.891107,251.805941,-1.891064,183,1141,183.845,1141.772,1,198.633,1,20.9121,D.N.,-5.7451,0.1143,2,B,5.8749,5.490015,5.980271,5.25816,6.198833,0,1.633123,1.559274,5,5,5,0,8,15,79.04,0,513,3.39,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3035,251.810368,-1.891217,251.803553,-1.89105,227,1142,226.906,1142.013,1,217.268,1,19.9111,D.N.,-5.8425,0.0995,2,B,5.258065,5.284604,5.184284,4.92169,5.355211,0,1.343511,1.350498,5,5,5,0,8,15,79.04,0,511,4.11,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3036,251.761459,-1.891052,251.761442,-1.891058,986,1142,986.31,1141.882,1,140.565,1,18.6939,D.N.,-5.3697,0.1444,2,B,5.042881,4.658486,5.018238,4.759168,5.238135,0,1.503241,1.459566,5,5,5,0,8,15,79.04,0,516,1.95,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3037,251.79767,-1.890996,251.797266,-1.890818,333,1143,340.282,1146.21,1,448.716,1,25.582,D.N.,-6.6299,0.0619,2,B,5.652471,5.45876,5.67638,5.40355,5.853305,0,1.429645,1.447068,5,5,5,0,8,15,79.04,0,511,4.43,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3038,251.797281,-1.89083,251.797263,-1.890819,340,1146,340.33,1146.191,1,445.198,1,25.5132,D.N.,-6.6214,0.0622,2,B,5.652471,5.45876,5.67638,5.423654,5.853305,0,1.429645,1.447068,5,5,5,0,8,15,79.04,0,511,4.77,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3039,251.769389,-1.890885,251.769395,-1.890869,843,1145,842.894,1145.294,1,892.668,1,40.2155,D.N.,-7.3767,0.0489,2,B,6.239278,4.87544,8.408913,5.065134,11.497212,0,7.84852,2.71,5,5,5,0,8,15,79.04,0,500,17.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3040,251.740165,-1.891052,251.740184,-1.891036,1370,1142,1369.658,1142.289,1,97.256,1,17.0478,D.N.,-4.9698,0.1903,2,B,5.044361,5.265269,4.940277,5.039411,5.113093,0,1.319388,1.403216,5,5,5,0,8,15,79.04,0,512,4.24,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3041,251.770664,-1.89083,251.770622,-1.890841,820,1146,820.758,1145.799,1,537.452,1,27.0562,D.N.,-6.8258,0.0547,2,B,5.480393,4.878714,5.569787,5.08594,5.767692,0,1.49939,1.406272,5,5,5,0,8,15,79.04,0,507,4.52,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3042,251.758964,-1.890941,251.758934,-1.890931,1031,1144,1031.536,1144.17,1,421.606,1,24.5715,D.N.,-6.5623,0.0633,2,B,5.065397,5.438967,5.036571,4.871312,5.216564,0,1.35981,1.362677,5,5,5,0,8,15,79.04,0,515,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3043,251.815026,-1.89094,251.814999,-1.890913,20,1144,20.485,1144.484,1,157.604,1,20.7353,D.N.,-5.4939,0.1428,2,B,5.894945,5.351835,6.004014,5.55362,6.243803,0,1.71543,1.663704,5,5,5,0,8,15,79.04,0,507,1.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3044,251.745433,-1.890996,251.745272,-1.890434,1275,1143,1277.903,1153.153,1,691.658,1,29.4677,D.N.,-7.0997,0.0463,2,B,5.256606,4.252517,5.187586,4.859171,5.367009,0,1.377483,1.340559,5,5,5,0,8,15,79.04,0,509,10.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3045,251.775988,-1.89083,251.775983,-1.890804,724,1146,724.09,1146.465,1,440.372,1,26.0089,D.N.,-6.6095,0.0641,2,B,5.285994,4.706292,5.355427,5.108026,5.616856,0,1.695339,1.548101,5,5,5,0,8,15,79.04,0,504,4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3046,251.743881,-1.890664,251.743804,-1.890582,1303,1149,1304.378,1150.468,1,2220.56,1,49.4208,D.N.,-8.3662,0.0242,2,B,5.271504,4.854187,5.394829,4.997731,5.586932,0,1.453874,1.503316,5,5,5,0,8,15,79.04,0,513,1.44,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3047,251.721367,-1.890885,251.72135,-1.890816,1709,1145,1709.307,1146.253,1,51.9675,1,15.118,D.N.,-4.2893,0.3158,2,B,4.694452,3.877561,4.755868,4.860018,4.970373,0,1.445818,1.341446,5,5,5,0,8,15,79.04,0,514,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3048,251.813862,-1.890608,251.81386,-1.890566,41,1150,41.028,1150.753,1,6267.73,1,81.3991,D.N.,-9.4928,0.0141,2,B,7.084923,5.739831,7.150746,5.449911,7.457741,0,2.119823,1.906585,5,5,5,0,8,15,79.04,0,504,4.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3049,251.808206,-1.890829,251.807469,-1.890992,143,1146,156.288,1143.068,1,25608.2,1,164.424,D.N.,-11.0209,0.007,2,B,9.574844,8.773184,10.815747,5.170433,11.544994,0,4.042142,3.806083,5,5,5,0,8,15,79.04,0,504,7.16,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3050,251.728243,-1.890774,251.72821,-1.890731,1585,1147,1585.589,1147.775,1,548.635,1,26.384,D.N.,-6.8482,0.0522,2,B,4.857034,4.460541,4.858421,4.516393,5.040957,0,1.345558,1.225452,5,5,5,0,8,15,79.04,0,512,3.9,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3051,251.745655,-1.890664,251.745272,-1.890433,1271,1149,1277.906,1153.159,1,691.829,1,29.4706,D.N.,-7.1,0.0462,2,B,5.256606,4.252517,5.187586,4.828852,5.367009,0,1.377483,1.340559,5,5,5,0,8,15,79.04,0,509,13.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3052,251.745267,-1.890442,251.745269,-1.890433,1278,1153,1277.959,1153.157,1,691.829,1,29.4706,D.N.,-7.1,0.0462,2,B,5.256606,4.252517,5.187586,4.838578,5.367009,0,1.377483,1.340559,5,5,5,0,8,15,79.04,0,509,4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3053,251.787744,-1.890719,251.787728,-1.890662,512,1148,512.277,1149.028,1,295.858,1,23.2203,D.N.,-6.1777,0.0852,2,B,5.867833,6.097318,5.904681,5.502866,6.16653,0,1.779626,1.572852,5,5,5,0,8,15,79.04,0,508,1.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3054,251.726247,-1.890497,251.726235,-1.890477,1621,1152,1621.208,1152.372,1,1403.78,1,39.7083,D.N.,-7.8682,0.0307,2,B,5.060665,4.87012,5.044967,4.414811,5.225988,0,1.364875,1.327376,5,5,5,0,8,15,79.04,0,513,3.63,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3055,251.749537,-1.890497,251.749529,-1.890442,1201,1152,1201.148,1152.999,1,655.553,1,28.7144,D.N.,-7.0415,0.0476,2,B,5.035668,5.056139,4.929107,4.554106,5.110979,0,1.352617,1.312177,5,5,5,0,8,15,79.04,0,514,1.41,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3056,251.788631,-1.890442,251.788611,-1.890395,496,1153,496.362,1153.841,1,837.002,1,32.4404,D.N.,-7.3068,0.0421,2,B,5.699663,5.657449,5.727976,5.425179,5.925253,0,1.517695,1.481481,5,5,5,0,8,15,79.04,0,514,4.65,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3057,251.805821,-1.890441,251.80586,-1.890389,186,1153,185.307,1153.953,1,92.0048,1,18.3554,D.N.,-4.9095,0.2166,2,B,5.68527,4.891382,5.80744,5.261253,6.0299,0,1.624368,1.576457,5,5,5,0,8,15,79.04,0,503,4.3,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3058,251.708724,-1.89022,251.708722,-1.890171,1937,1157,1937.034,1157.883,1,354.113,1,23.2322,D.N.,-6.3729,0.0712,2,B,4.835786,3.84601,4.772151,4.826216,4.97258,0,1.398901,1.37559,5,5,5,0,8,15,79.04,0,515,0.68,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3059,251.704066,-1.89033,251.704094,-1.890329,2021,1155,2020.5,1155.032,1,91.8344,1,16.1781,D.N.,-4.9075,0.1913,2,B,4.906708,4.703393,4.785922,4.703011,4.981753,0,1.384396,1.315292,5,5,5,0,8,15,79.04,0,512,0.92,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3060,251.804657,-1.890164,251.804603,-1.890137,207,1158,207.963,1158.502,1,1110.49,1,35.9366,D.N.,-7.6138,0.0351,2,B,5.852426,4.878286,5.888008,5.093994,6.083074,0,1.529628,1.3561,5,5,5,0,8,15,79.04,0,507,4.21,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3061,251.787688,-1.890276,251.787728,-1.890662,513,1156,512.276,1149.03,1,295.858,1,23.2203,D.N.,-6.1777,0.0852,2,B,5.867833,6.097318,5.904681,5.461746,6.16653,0,1.779626,1.572852,5,5,5,0,8,15,79.04,0,508,3.94,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3062,251.739445,-1.89022,251.739419,-1.890239,1383,1157,1383.456,1156.666,1,126.245,1,17.9535,D.N.,-5.253,0.1544,2,B,4.870386,5.66979,4.947537,4.889488,5.128658,0,1.352245,1.413836,5,5,5,0,8,15,79.04,0,515,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3063,251.814361,-1.890164,251.813857,-1.890566,32,1158,41.079,1150.75,1,6267.73,1,81.3991,D.N.,-9.4928,0.0141,2,B,7.084923,5.739831,7.150746,5.508215,7.457741,0,2.119823,1.906585,5,5,5,0,8,15,79.04,0,504,11.33,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3064,251.793233,-1.89022,251.81386,-1.890566,43,1161,41.028,1150.752,1,6267.73,1,81.3991,D.N.,-9.4928,0.0141,2,B,7.084923,5.739831,7.150746,5.445264,7.457741,0,2.119823,1.906585,5,5,5,0,8,15,79.04,0,504,7.48,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3065,251.793233,-1.89022,251.81386,-1.890181,413,1157,413.1,1157.701,1,200.483,1,19.2572,D.N.,-5.7552,0.1043,2,B,5.290285,5.502742,5.2397,5.399911,5.428674,0,1.421256,1.317814,5,5,5,0,8,15,79.04,0,515,5.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
3066,251.80266,-1.890164,251.802632,-1.890158,243,1158,243.504,1158.108,1,68.3299,1,15.8382,D.N.,-4.5865,0.2517,2,B,5.223577,5.034447,5.199342,4.662533,5.378787,0,1.379093,1.363531,5,5,5,0,8,15,79.04,0,513,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
