Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
795,251.792236,-1.939269,251.792132,-1.939223,431,272,432.878,272.832,1,1049.97,1,60.7607,D.N.,-7.5529,0.0628,2,B,10.494364,8.066924,13.730451,8.811114,16.934849,0,9.922798,5.171444,5,5,5,0,8,15,79.04,0,497,1.06,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
796,251.791626,-1.938825,251.791642,-1.938932,442,280,441.707,278.084,1,2927.96,1,100.219,D.N.,-8.6664,0.0372,2,B,13.579009,9.895516,16.993191,8.558927,19.630058,0,9.836838,8.495795,5,5,5,0,8,15,79.04,0,502,4.55,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
797,251.814972,-1.939157,251.814927,-1.939137,21,274,21.81,274.37,1,5370.21,1,125.777,D.N.,-9.325,0.0254,2,B,14.218455,12.332775,18.536519,10.864005,21.663501,0,11.22302,10.293291,5,5,5,0,8,15,79.04,0,501,4.31,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
798,251.79756,-1.939213,251.797518,-1.939201,335,273,335.756,273.228,1,1503.84,1,64.1654,D.N.,-7.943,0.0463,2,B,12.576861,10.653373,14.523145,10.439963,15.903385,0,6.486915,5.146531,5,5,5,0,8,15,79.04,0,500,4.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
799,251.789741,-1.939213,251.789692,-1.939194,476,273,476.888,273.352,1,895.712,1,93.0216,D.N.,-7.3804,0.1128,2,B,12.812673,8.856354,17.774229,8.202007,22.913116,0,14.47423,8.873886,5,5,5,0,8,15,79.04,0,504,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
800,251.754472,-1.939103,251.754441,-1.939082,1112,275,1112.552,275.369,1,713.044,1,31.2145,D.N.,-7.1328,0.0475,2,B,5.967956,6.224843,5.905997,5.487053,6.121342,0,1.610929,1.631177,5,5,5,0,8,15,79.04,0,512,4.18,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
801,251.806155,-1.939102,251.806111,-1.939009,180,275,180.803,276.679,1,6938.87,1,107.774,D.N.,-9.6032,0.0169,2,B,13.263279,10.319843,15.365042,9.965409,16.826387,0,6.865617,6.887135,5,5,5,0,8,15,79.04,0,502,4.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
802,251.8061,-1.938825,251.806107,-1.939009,181,280,180.874,276.69,1,6944.28,1,107.799,D.N.,-9.6041,0.0169,2,B,13.263279,10.319843,15.365042,9.954653,16.826387,0,6.865617,6.887135,5,5,5,0,8,15,79.04,0,502,2.17,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
803,251.775489,-1.939158,251.775489,-1.939032,733,274,732.996,276.281,1,1203.01,1,39.4685,D.N.,-7.7007,0.0356,2,B,7.119813,7.28609,7.308742,6.89783,7.630466,0,2.194507,1.897687,5,5,5,0,8,15,79.04,0,504,5.53,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
804,251.729074,-1.939158,251.729046,-1.93912,1570,274,1570.501,274.684,1,131.526,1,18.3481,D.N.,-5.2975,0.1515,2,B,5.546657,4.906711,5.425797,5.593155,5.604074,0,1.403646,1.445243,5,5,5,0,8,15,79.04,0,512,4.14,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
805,251.796451,-1.938936,251.796446,-1.938875,355,278,355.086,279.102,1,17986.9,1,206.491,D.N.,-10.6374,0.0125,2,B,18.480472,12.69551,27.618152,9.769382,37.796549,0,25.829063,15.819033,5,5,5,0,8,15,79.04,0,504,4.35,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
806,251.791737,-1.939103,251.791643,-1.938932,440,275,441.705,278.072,1,2927.83,1,100.219,D.N.,-8.6664,0.0372,2,B,13.579009,9.895516,16.993191,8.690509,19.630058,0,9.836838,8.495795,5,5,5,0,8,15,79.04,0,502,4.6,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
807,251.791349,-1.938881,251.791644,-1.938932,447,279,441.677,278.078,1,2910.67,1,100.133,D.N.,-8.66,0.0374,2,B,13.579009,9.895516,16.993191,8.556379,19.630058,0,9.836838,8.495795,5,5,5,0,8,15,79.04,0,502,6.74,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
808,251.791349,-1.938659,251.791645,-1.938932,447,283,441.665,278.078,1,2910.67,1,100.133,D.N.,-8.66,0.0374,2,B,13.579009,9.895516,16.993191,8.45965,19.630058,0,9.836838,8.495795,5,5,5,0,8,15,79.04,0,502,6.17,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
809,251.781866,-1.939103,251.781841,-1.939048,618,275,618.447,275.986,1,936.588,1,173.551,D.N.,-7.4289,0.2012,2,B,17.159965,13.969211,37.003975,7.122161,72.801045,0,62.75832,17.19131,5,5,5,0,8,15,79.04,0,498,4.39,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
810,251.778594,-1.939158,251.778578,-1.93909,677,274,677.296,275.236,1,465.607,1,27.4963,D.N.,-6.67,0.0641,2,B,6.872485,6.32999,7.051733,6.812659,7.336888,0,2.02759,1.717405,5,5,5,0,8,15,79.04,0,505,4.65,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
811,251.760738,-1.939047,251.760655,-1.939045,999,276,1000.496,276.036,1,154.116,1,20.5041,D.N.,-5.4696,0.1444,2,B,5.870481,5.307928,6.156597,5.806926,6.521445,0,2.152847,1.644167,5,5,5,0,8,15,79.04,0,504,4.02,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
812,251.809371,-1.939047,251.809361,-1.938998,122,276,122.184,276.877,1,2257.17,1,101.634,D.N.,-8.3839,0.0489,2,B,13.337466,9.72937,17.486943,10.163338,20.034722,0,9.787062,9.053999,5,5,5,0,8,15,79.04,0,505,1.34,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
813,251.781423,-1.938936,251.781358,-1.938894,626,278,627.16,278.761,1,1770.41,1,112.872,D.N.,-8.1202,0.0692,2,B,12.348554,9.278858,21.25696,7.028245,35.815394,0,28.853529,10.558623,5,5,5,0,8,15,79.04,0,507,53.85,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
814,251.768557,-1.938937,251.768523,-1.938909,858,278,858.627,278.502,1,276.274,1,23.8731,D.N.,-6.1033,0.0938,2,B,6.372663,5.84388,6.545659,6.512287,6.794942,0,1.825404,1.72887,5,5,5,0,8,15,79.04,0,511,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
815,251.753418,-1.938826,251.753562,-1.938413,1131,280,1128.402,287.452,1,784.244,1,32.9893,D.N.,-7.2361,0.0457,2,B,6.217632,6.441144,6.353109,5.544328,6.650886,0,1.969758,1.757858,5,5,5,0,8,15,79.04,0,507,3.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
816,251.706837,-1.938769,251.706775,-1.938765,1971,281,1972.114,281.077,1,390.721,1,25.1369,D.N.,-6.4797,0.0698,2,B,5.373072,4.93491,5.400639,4.847077,5.611667,0,1.525928,1.566998,5,5,5,0,8,15,79.04,0,512,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
817,251.803105,-1.938825,251.802775,-1.938628,235,280,240.95,283.556,1,20516.9,1,208.225,D.N.,-10.7803,0.011,2,B,23.976444,18.945886,34.342182,10.687344,47.618152,0,33.019245,15.223983,5,5,5,0,8,15,79.04,0,503,4.62,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
818,251.802772,-1.938659,251.802775,-1.938628,241,283,240.95,283.556,1,20516.9,1,208.225,D.N.,-10.7803,0.011,2,B,23.976444,18.945886,34.342182,10.769231,47.618152,0,33.019245,15.223983,5,5,5,0,8,15,79.04,0,503,4.14,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
819,251.802772,-1.938216,251.802775,-1.938628,241,291,240.948,283.554,1,20516.9,1,208.225,D.N.,-10.7803,0.011,2,B,23.976444,18.945886,34.342182,10.701275,47.618152,0,33.019245,15.223983,5,5,5,0,8,15,79.04,0,503,4.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
820,251.802606,-1.937994,251.802768,-1.938628,244,295,241.08,283.561,1,20516.9,1,208.225,D.N.,-10.7803,0.011,2,B,23.976444,18.945886,34.342182,10.715276,47.618152,0,33.019245,15.223983,5,5,5,0,8,15,79.04,0,503,12.62,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
821,251.772106,-1.938826,251.77192,-1.93927,794,280,797.366,271.986,1,20620.9,1,146.929,D.N.,-10.7858,0.0077,2,B,10.505444,8.550608,10.966238,6.772443,11.473316,0,3.376556,3.134574,5,5,5,0,8,15,79.04,0,506,13.52,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
822,251.767559,-1.93877,251.767553,-1.938721,876,281,876.108,281.888,1,363.504,1,23.4148,D.N.,-6.4013,0.0699,2,B,6.373111,6.563209,6.44517,6.536276,6.635326,0,1.578682,1.370525,5,5,5,0,8,15,79.04,0,508,1.37,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
823,251.756746,-1.938715,251.75674,-1.9387,1071,282,1071.1,282.278,1,129.616,1,18.3151,D.N.,-5.2816,0.1534,2,B,5.574801,5.115559,5.654477,5.615933,5.859734,0,1.538843,1.446322,5,5,5,0,8,15,79.04,0,507,4.33,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
824,251.727854,-1.938715,251.727849,-1.938743,1592,282,1592.098,281.483,1,77.073,1,17.8266,D.N.,-4.7173,0.2511,2,B,5.588096,5.565804,5.621785,5.682139,5.870333,0,1.691729,1.565301,5,5,5,0,8,15,79.04,0,511,12.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
825,251.799944,-1.938659,251.799937,-1.938568,292,283,292.138,284.637,1,2419.45,1,90.0447,D.N.,-8.4593,0.0404,2,B,13.763928,10.029662,18.724122,10.830076,25.178743,0,16.850678,7.59156,5,5,5,0,8,15,79.04,0,499,4.46,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
826,251.782532,-1.938659,251.782526,-1.938622,606,283,606.11,283.682,1,684.958,1,109.52,D.N.,-7.0892,0.1736,2,B,11.189204,8.413424,19.273501,7.367652,29.083234,0,21.801557,10.716826,5,5,5,0,8,15,79.04,0,505,4.39,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
827,251.759352,-1.938549,251.759347,-1.938511,1024,285,1024.08,285.683,1,1397.83,1,40.6924,D.N.,-7.8636,0.0316,2,B,6.047272,6.241789,6.155773,6.111875,6.366939,0,1.627748,1.62034,5,5,5,0,8,15,79.04,0,510,4.33,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
828,251.71887,-1.938604,251.718887,-1.93856,1754,284,1753.695,284.794,1,276.61,1,21.9708,D.N.,-6.1047,0.0862,2,B,5.30464,4.456593,5.218646,4.98654,5.410598,0,1.42979,1.448685,5,5,5,0,8,15,79.04,0,512,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
829,251.799334,-1.938493,251.799262,-1.938469,303,286,304.295,286.435,1,5743.23,1,116.567,D.N.,-9.3979,0.022,2,B,17.600967,14.223641,21.021078,10.712204,23.736446,0,11.035226,8.918417,5,5,5,0,8,15,79.04,0,501,4.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
830,251.790794,-1.938548,251.790958,-1.938489,457,285,454.047,286.076,1,2934.34,1,88.0215,D.N.,-8.6688,0.0326,2,B,10.161799,7.502816,14.339613,8.286119,17.956504,0,10.818741,6.986008,5,5,5,0,8,15,79.04,0,501,7.53,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
831,251.791016,-1.938493,251.790958,-1.938489,453,286,454.044,286.075,1,2934.34,1,88.0215,D.N.,-8.6688,0.0326,2,B,10.161799,7.502816,14.339613,8.320435,17.956504,0,10.818741,6.986008,5,5,5,0,8,15,79.04,0,501,4.71,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
832,251.7878,-1.938327,251.71887,-1.938296,511,289,511.641,289.56,1,32217,1,182.808,D.N.,-11.2702,0.0062,2,B,12.847516,11.216544,13.552103,7.495125,14.075214,0,3.805366,3.493408,5,5,5,0,8,15,79.04,0,505,4.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
833,251.734176,-1.938271,251.734425,-1.938489,1478,290,1473.51,286.073,1,166.188,1,19.7615,D.N.,-5.5515,0.1291,2,B,5.368298,5.818049,5.316275,5.486836,5.521567,0,1.493069,1.511945,5,5,5,0,8,15,79.04,0,514,2.85,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
834,251.814695,-1.938603,251.814655,-1.938478,26,284,26.718,286.262,1,1460.32,1,252.558,D.N.,-7.9111,0.1878,2,B,22.977589,11.717482,44.166043,11.026816,74.188368,0,59.668456,25.15798,5,5,5,0,8,15,79.04,0,505,3.86,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
835,251.81464,-1.938382,251.814659,-1.938477,27,288,26.651,286.274,1,1475.78,1,252.589,D.N.,-7.9226,0.1858,2,B,22.977589,11.717482,44.166043,11.081909,74.188368,0,59.668456,25.15798,5,5,5,0,8,15,79.04,0,505,5.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
836,251.770886,-1.938549,251.770881,-1.938495,816,285,816.091,285.963,1,340.745,1,30.6214,D.N.,-6.3311,0.0976,2,B,7.492933,7.988459,7.979693,6.586652,8.415307,0,2.675098,2.460629,5,5,5,0,8,15,79.04,0,502,4.31,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
837,251.753585,-1.938438,251.753559,-1.938412,1128,287,1128.463,287.468,1,784.272,1,32.9897,D.N.,-7.2362,0.0457,2,B,6.217632,6.441144,6.353109,5.516485,6.650886,0,1.969758,1.757858,5,5,5,0,8,15,79.04,0,507,3.98,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
838,251.734453,-1.938548,251.734424,-1.938489,1473,285,1473.516,286.074,1,166.188,1,19.7615,D.N.,-5.5515,0.1291,2,B,5.368298,5.818049,5.316275,5.468589,5.521567,0,1.493069,1.511945,5,5,5,0,8,15,79.04,0,514,5.01,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
839,251.798891,-1.938548,251.799261,-1.938469,311,285,304.319,286.436,1,5774.68,1,116.702,D.N.,-9.4038,0.0219,2,B,17.600967,14.223641,21.021078,10.676353,23.736446,0,11.035226,8.918417,5,5,5,0,8,15,79.04,0,501,5.75,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
840,251.796007,-1.938049,251.795966,-1.938011,363,294,363.743,294.692,1,70921.3,1,293.798,D.N.,-12.1269,0.0045,2,B,22.601524,16.566417,27.416811,9.185057,31.110965,0,14.718682,12.503984,5,5,5,0,8,15,79.04,0,505,4.41,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
841,251.772273,-1.938549,251.771928,-1.93927,791,285,797.22,271.988,1,20616,1,146.912,D.N.,-10.7855,0.0077,2,B,10.505444,8.550608,10.966238,6.790357,11.473316,0,3.376556,3.134574,5,5,5,0,8,15,79.04,0,506,10.6,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
842,251.717373,-1.938437,251.717368,-1.938455,1781,287,1781.098,286.686,1,128.633,1,18.3358,D.N.,-5.2734,0.1548,2,B,5.365727,6.675146,5.382883,5.166736,5.583065,0,1.483062,1.454094,5,5,5,0,8,15,79.04,0,513,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
843,251.707724,-1.938492,251.707686,-1.938432,1955,286,1955.685,287.085,1,194.054,1,20.9349,D.N.,-5.7198,0.1171,2,B,5.715311,5.171321,5.844642,5.004886,6.102228,0,1.755967,1.57573,5,5,5,0,8,15,79.04,0,508,1.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
844,251.807874,-1.938493,251.808024,-1.938357,149,286,146.303,288.441,1,4002.21,1,100.045,D.N.,-9.0057,0.0271,2,B,15.537555,10.732989,18.237492,10.002198,20.227953,0,8.75876,7.810225,5,5,5,0,8,15,79.04,0,505,2.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
845,251.808096,-1.938382,251.808024,-1.938358,145,288,146.305,288.436,1,4001.9,1,100.043,D.N.,-9.0057,0.0271,2,B,15.537555,10.732989,18.237492,10.008953,20.227953,0,8.75876,7.810225,5,5,5,0,8,15,79.04,0,505,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
846,251.808262,-1.938105,251.808025,-1.938358,142,293,146.282,288.436,1,4000.87,1,100.038,D.N.,-9.0054,0.0271,2,B,15.537555,10.732989,18.237492,10.013895,20.227953,0,8.75876,7.810225,5,5,5,0,8,15,79.04,0,505,6.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
847,251.789463,-1.938382,251.789477,-1.938381,481,288,480.754,288.019,1,1418.71,1,52.2978,D.N.,-7.8797,0.04,2,B,9.40693,7.287272,10.877479,7.900512,11.882021,0,4.786293,3.653308,5,5,5,0,8,15,79.04,0,501,3.79,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
848,251.725969,-1.938382,251.725997,-1.938266,1626,288,1625.492,290.096,1,591.792,1,28.8903,D.N.,-6.9304,0.053,2,B,5.597924,5.841692,5.552913,5.605823,5.786909,0,1.630545,1.572253,5,5,5,0,8,15,79.04,0,511,4.87,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
849,251.766838,-1.938327,251.76679,-1.938305,889,289,889.877,289.396,1,420.069,1,24.9879,D.N.,-6.5583,0.0646,2,B,6.223394,5.454416,6.339524,6.560429,6.520445,0,1.526835,1.441308,5,5,5,0,8,15,79.04,0,508,4.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
850,251.748982,-1.938271,251.748967,-1.938244,1211,290,1211.278,290.495,1,209.904,1,20.2965,D.N.,-5.8051,0.105,2,B,5.50769,4.660131,5.436326,5.76058,5.625043,0,1.446216,1.434893,5,5,5,0,8,15,79.04,0,514,3.95,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
851,251.740054,-1.938327,251.740003,-1.938272,1372,289,1372.911,289.99,1,175.21,1,19.7561,D.N.,-5.6089,0.1224,2,B,5.348592,4.89217,5.342913,5.531282,5.550538,0,1.505386,1.47993,5,5,5,0,8,15,79.04,0,512,0.75,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
852,251.782421,-1.938271,251.782576,-1.938112,608,290,605.194,292.875,1,1383.58,1,53.0556,D.N.,-7.8525,0.0416,2,B,9.091658,7.77972,10.713624,7.396224,11.818495,0,4.994503,3.807995,5,5,5,0,8,15,79.04,0,499,2.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
853,251.761681,-1.938216,251.761689,-1.938138,982,291,981.85,292.401,1,669.766,1,29.5929,D.N.,-7.0648,0.048,2,B,6.198361,6.212773,6.091132,5.780612,6.278087,0,1.522186,1.447119,5,5,5,0,8,15,79.04,0,508,4.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
854,251.754361,-1.938161,251.754365,-1.938124,1114,292,1113.928,292.661,1,605.014,1,30.8128,D.N.,-6.9544,0.0553,2,B,6.211333,6.662357,6.274581,5.486168,6.623371,0,2.123107,1.870554,5,5,5,0,8,15,79.04,0,506,4.1,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
855,251.741218,-1.938216,251.741192,-1.938263,1351,291,1351.471,290.159,1,46.6022,1,15.8164,D.N.,-4.171,0.3685,2,B,5.548144,5.568023,5.415994,5.632518,5.605284,0,1.445783,1.439971,5,5,5,0,8,15,79.04,0,513,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
856,251.81403,-1.937994,251.814012,-1.937956,38,295,38.308,295.671,1,25457.8,1,223.872,D.N.,-11.0146,0.0095,2,B,23.949387,11.779711,28.683561,11.21109,32.692915,0,15.702339,15.840493,5,5,5,0,8,15,79.04,0,510,4.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
857,251.813697,-1.937827,251.814011,-1.937956,44,298,38.334,295.671,1,25457.8,1,223.872,D.N.,-11.0146,0.0095,2,B,23.949387,11.779711,28.683561,11.26255,32.692915,0,15.702339,15.840493,5,5,5,0,8,15,79.04,0,510,9.14,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
858,251.809205,-1.93816,251.80919,-1.938079,125,292,125.273,293.468,1,2659.36,1,91.8751,D.N.,-8.5619,0.0375,2,B,13.22005,9.714998,16.781486,10.120024,19.10041,0,9.130907,7.657972,5,5,5,0,8,15,79.04,0,502,4.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
859,251.809261,-1.937994,251.809195,-1.938079,124,295,125.187,293.452,1,2659.53,1,91.876,D.N.,-8.562,0.0375,2,B,13.22005,9.714998,16.781486,10.142127,19.10041,0,9.130907,7.657972,5,5,5,0,8,15,79.04,0,502,5.8,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
860,251.782587,-1.938105,251.782574,-1.938111,605,293,605.23,292.887,1,1382.98,1,53.05,D.N.,-7.852,0.0416,2,B,9.091658,7.77972,10.713624,7.46549,11.818495,0,4.994503,3.807995,5,5,5,0,8,15,79.04,0,499,3.48,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
861,251.759906,-1.938161,251.759846,-1.938134,1014,292,1015.09,292.479,1,150.512,1,23.5116,D.N.,-5.4439,0.1696,2,B,5.864006,5.312158,6.95877,6.05496,8.270979,0,4.474893,2.019203,5,5,5,0,8,15,79.04,0,500,5.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
862,251.727688,-1.93816,251.727658,-1.938101,1595,292,1595.537,293.077,1,149.303,1,19.695,D.N.,-5.4352,0.1432,2,B,5.356775,4.687376,5.368814,5.666349,5.603423,0,1.605988,1.559561,5,5,5,0,8,15,79.04,0,515,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
863,251.813253,-1.938104,251.813202,-1.93812,52,293,52.915,292.715,1,1586.79,1,216.785,D.N.,-8.0013,0.1483,2,B,20.885084,11.224949,35.597587,11.249907,57.117251,0,44.711865,21.474045,5,5,5,0,8,15,79.04,0,505,4.6,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
864,251.778539,-1.93805,251.778513,-1.93807,678,294,678.471,293.636,1,619.247,1,30.3091,D.N.,-6.9797,0.0531,2,B,7.262973,6.390894,7.431058,6.798028,7.699681,0,2.018051,1.743677,5,5,5,0,8,15,79.04,0,505,4.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
865,251.743769,-1.93805,251.743756,-1.938014,1305,294,1305.248,294.653,1,190.651,1,20.8493,D.N.,-5.7006,0.1187,2,B,5.120485,4.659467,5.154554,5.316875,5.379317,0,1.540204,1.57728,5,5,5,0,8,15,79.04,0,515,5.07,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
866,251.726301,-1.938049,251.726214,-1.938067,1620,294,1621.573,293.692,1,602.082,1,28.9957,D.N.,-6.9491,0.0523,2,B,5.605783,4.923386,5.636832,5.608092,5.857657,0,1.594771,1.557439,5,5,5,0,8,15,79.04,0,507,1.34,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
867,251.706615,-1.938104,251.706568,-1.938,1975,293,1975.856,294.888,1,82.6331,1,17.9801,D.N.,-4.7929,0.2362,2,B,5.60536,5.583484,5.676603,4.925913,5.929565,0,1.715143,1.563886,5,5,5,0,8,15,79.04,0,507,12.49,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
868,251.801164,-1.938049,251.801015,-1.937852,270,294,272.687,297.56,1,3023.9,1,84.895,D.N.,-8.7014,0.0305,2,B,14.236926,13.172126,16.626662,10.834238,18.434803,0,7.970077,6.516525,5,5,5,0,8,15,79.04,0,504,1.34,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
869,251.801164,-1.937883,251.801013,-1.937852,270,297,272.732,297.558,1,3017.97,1,84.8601,D.N.,-8.6993,0.0305,2,B,14.236926,13.172126,16.626662,10.797764,18.434803,0,7.970077,6.516525,5,5,5,0,8,15,79.04,0,504,7.12,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
870,251.800942,-1.937828,251.801015,-1.937852,274,298,272.687,297.56,1,3023.9,1,84.895,D.N.,-8.7014,0.0305,2,B,14.236926,13.172126,16.626662,10.752988,18.434803,0,7.970077,6.516525,5,5,5,0,8,15,79.04,0,504,5.02,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
871,251.776764,-1.937994,251.776758,-1.937963,710,295,710.109,295.558,1,1075.45,1,36.9589,D.N.,-7.579,0.0373,2,B,6.758754,6.216916,6.883981,6.707456,7.113257,0,1.793195,1.719267,5,5,5,0,8,15,79.04,0,510,3.72,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
872,251.752531,-1.937994,251.75255,-1.938001,1147,295,1146.665,294.888,1,511.733,1,26.7995,D.N.,-6.7726,0.0569,2,B,5.544535,5.545852,5.468036,5.509451,5.668307,0,1.494871,1.45028,5,5,5,0,8,15,79.04,0,513,4.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
873,251.708057,-1.937994,251.708028,-1.937947,1949,295,1949.519,295.84,1,208.202,1,20.4358,D.N.,-5.7962,0.1066,2,B,5.391696,5.595733,5.557295,5.103074,5.788543,0,1.621397,1.45774,5,5,5,0,8,15,79.04,0,503,5.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
874,251.704175,-1.937938,251.704126,-1.937921,2019,296,2019.885,296.306,1,340.994,1,23.8822,D.N.,-6.3319,0.076,2,B,5.38782,4.304402,5.350543,4.883911,5.558581,0,1.507963,1.528255,5,5,5,0,8,15,79.04,0,512,1.41,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
875,251.780164,-1.937994,251.786739,-1.937859,531,295,530.131,297.446,1,1871.14,1,64.8287,D.N.,-8.1803,0.0376,2,B,10.697546,10.154705,12.51983,7.571816,13.951231,0,6.161695,4.862162,5,5,5,0,8,15,79.04,0,501,5.65,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
